year,genre,duration,country,avg_vote,votes,rlwide_gross_income,reviews_from_critics
2011,"Horror, Thriller",96,USA,4.5,5445,23998,56
2012,Drama,90,"Iran, France",6.6,449,24083,26
2006,"Comedy, Sci-Fi",82,USA,5.6,397,24110,5
2015,Thriller,80,"USA, Hong Kong",5.7,122,24248,16
2017,Drama,127,Japan,7,1029,24306,20
2003,"Comedy, Crime, Drama",123,Brazil,7.6,8709,24391,28
2018,Drama,110,"Chile, Brazil, Argentina, Netherlands, Qatar",6.7,599,24487,37
2012,"Crime, Thriller",84,Philippines,6.6,1212,24529,53
2006,"Action, Drama",106,Bulgaria,6.8,417,24574,
2002,Drama,129,"Japan, France",7.1,199,24769,7
2015,"Comedy, Drama",90,"Germany, Norway",6.4,370,24788,30
2017,Adventure,87,"Canada, South Africa",5.2,348,24844,7
2006,"Action, Adventure, Drama",110,"Finland, Netherlands, China, Estonia",5.9,3776,24978,15
2008,"Action, Crime, Horror",91,USA,4.3,357,25027,24
2006,"Drama, Thriller",110,"UK, USA",6.5,3483,25116,16
2009,"Horror, Mystery, Thriller",103,"Italy, Canada",3.2,130,25247,2
2016,"Action, Horror, Sci-Fi",99,UK,5.7,12163,25427,62
2000,"Drama, Mystery",145,"Hungary, Italy, Germany, France",8.2,11529,25461,60
2004,"Action, Comedy, Drama",137,India,4.8,1169,25702,2
2005,Drama,90,USA,6.7,647,25759,3
2006,"Comedy, Horror",84,USA,4,2677,25900,45
2001,Drama,96,"Iran, Japan",6.5,252,26026,16
2017,Comedy,134,India,6.6,107,26045,
2013,Drama,88,Iceland,5.7,206,26233,14
2017,"Drama, Thriller",93,"Indonesia, France, Malaysia, Thailand",7,1967,26331,76
2010,Drama,77,Turkey,6,237,26490,6
2015,Drama,88,"Portugal, France",6.5,398,26550,14
1933,"Horror, Sci-Fi",71,USA,7.7,27113,26744,100
2002,Adventure,301,Hungary,3.2,151,26841,
2015,"Drama, Thriller",74,Mexico,6.5,834,26865,33
2011,"Biography, Drama, Music",102,USA,5.8,749,27000,16
2015,"Drama, Thriller",98,"Lithuania, Romania",5.8,111,27119,
2014,"Action, Drama, Romance",127,India,4.3,3645,27256,20
1998,"Comedy, Drama, Romance",95,USA,6.4,284,27466,7
2011,Drama,107,Canada,7,565,27532,21
2015,Thriller,85,Hong Kong,4.7,108,27590,3
2006,"Drama, War",90,France,7.1,201,27765,2
2007,"Comedy, Drama, Fantasy",96,USA,4.9,4489,27769,44
2000,"Crime, Drama, Thriller",99,USA,6,494,27841,7
2018,Comedy,96,"UK, Sweden",6.1,625,28092,13
2000,"Drama, Western",131,USA,4.1,1331,28149,11
2006,Drama,88,USA,6.1,1979,28190,36
2003,Drama,103,"Chile, Spain",6.2,120,28304,
2010,"Mystery, Thriller",80,Germany,4.5,1429,28444,24
2002,Comedy,92,USA,5.4,566,28454,7
2008,Drama,100,Hong Kong,6.6,102,28754,4
2002,"Comedy, Drama, Romance",85,"USA, Germany, UK",5.3,1224,28811,26
2003,"Comedy, Drama, Romance",94,USA,6,1016,28909,7
1996,"Comedy, Drama",80,"USA, UK",6.8,1968,29090,24
2015,"Comedy, Drama, Mystery",114,Japan,5.3,632,29117,19
2015,"Comedy, Drama",97,Russia,6.4,426,29242,1
2011,"Action, Drama",86,UK,5.1,383,29266,11
2012,Comedy,87,Bulgaria,6,265,29524,
2016,"Action, Crime, Mystery",90,USA,4.8,1479,29574,18
1950,"Crime, Drama, Film-Noir",112,USA,7.9,22228,29868,89
2012,Drama,115,Philippines,7.1,122,29977,5
2008,"Crime, Thriller",90,"Slovenia, Serbia",6.4,325,30032,9
1994,Drama,95,France,7.1,1291,30209,16
2009,"Comedy, Drama, Fantasy",89,"France, Italy",5.7,2695,30246,77
2011,Drama,86,Bulgaria,6.9,1492,30380,36
2011,Drama,88,USA,5.7,755,30655,13
2008,"Horror, Sci-Fi, Thriller",74,Chile,2.6,427,30775,15
2010,"Biography, Drama, Sport",108,USA,7,1627,30929,9
2016,Comedy,115,Philippines,4.5,147,31108,
1940,"Drama, Romance, War",108,USA,7.8,8291,31111,15
2002,Thriller,138,"Japan, South Korea",6.2,162,31204,2
2015,"Drama, Family, Thriller",119,USA,7.4,234,31433,7
2004,Drama,78,"Argentina, France, Netherlands, Switzerland",6.8,997,31516,27
2006,Drama,110,Iraq,6.8,185,31572,7
2016,Drama,86,"Greece, UK, Germany",6.5,772,31703,11
2014,"Comedy, Drama, Romance",90,USA,6.1,2446,31849,27
2018,Drama,100,UK,5.4,127,31858,9
2008,Drama,120,Brazil,7.1,248,32203,2
2018,"Comedy, Romance",94,Dominican Republic,6.2,147,32352,
2009,"Drama, Thriller",100,"UK, Germany, France, Canada, USA",6,4249,32572,35
2019,"Drama, Thriller",105,Serbia,7.4,301,32784,8
2007,Drama,103,"France, Nigeria, USA, UK, Austria",6.5,224,32831,14
2014,"Comedy, Drama",95,"Serbia, Germany, Republic of Macedonia, Croatia, France",6,368,32997,13
2012,Drama,100,"Austria, Poland, Germany",5.6,136,33063,15
2008,Drama,92,"Hungary, Germany",6.4,1468,33180,45
2011,"Action, Thriller",98,UK,5.8,6808,33229,36
2002,"Action, Drama, Fantasy",179,India,5.1,1668,33433,3
2008,Comedy,93,Egypt,3.1,148,33560,
2004,Drama,112,South Korea,7.1,526,33584,1
2013,Drama,86,"Ireland, UK",5.9,312,33735,20
1987,"Drama, War",131,Australia,6.9,1486,33779,17
2016,"Action, Adventure, Drama",95,Hungary,7,1246,34033,4
2008,"Horror, Thriller",95,"Argentina, Spain",5.3,216,34155,2
2013,"Biography, Drama, History",110,"France, Israel, Bulgaria",6.3,453,34210,2
2019,"Comedy, Romance",92,Turkey,3.5,208,34417,
1932,"Comedy, Horror, Thriller",72,USA,7.2,8188,34649,99
2016,"Drama, Horror, Thriller",82,Iceland,4.8,156,34690,2
2017,"Drama, Horror, Mystery",88,Canada,4.8,1021,34719,14
2010,Drama,111,Romania,5.2,341,34887,2
2017,"Action, Horror",139,India,5.3,654,35119,7
2006,"Mystery, Thriller",99,"UK, Italy, Serbia",5.4,766,35210,9
1939,"Crime, Drama, Romance",93,France,7.8,6103,35321,40
2007,Drama,98,Serbia,5.6,105,35576,
2001,Comedy,93,"UK, Italy",4.1,1906,35588,28
2000,Thriller,90,"Germany, Canada, USA",4.6,514,35828,1
2018,Comedy,97,Turkey,4.3,513,35862,
2014,"Comedy, Drama, Romance",93,USA,4.3,5169,36026,7
2007,Drama,90,Romania,6.6,167,36225,
2018,Drama,177,Mexico,6.9,973,36240,45
2016,"Animation, Comedy, Drama",103,Japan,6.3,107,36476,
2004,"Animation, Adventure, Comedy",103,Japan,7.8,7644,36613,36
2009,Comedy,92,"Romania, Moldova, Luxembourg",7.6,962,36800,2
2019,"Comedy, Crime, Drama",100,USA,6.3,1602,36856,39
1995,Drama,93,USA,6.8,202,37092,10
2009,Drama,90,"Slovenia, Germany, Serbia, Croatia, Bosnia and Herzegovina",6.2,2915,37319,66
2007,"Action, Drama",120,India,6.7,264,37359,
2017,"Comedy, Drama",90,USA,5.4,1016,37516,24
2017,"Drama, Mystery, War",132,"Lithuania, France, Ukraine, Poland, Switzerland, Monaco",5.7,551,37673,14
2003,"Drama, Romance, War",117,"Poland, France",6.3,853,37834,9
2010,"Comedy, Drama",99,USA,6.8,4208,38012,12
2018,"Biography, Romance",120,Portugal,6.6,151,38110,2
1995,Drama,90,USA,6.4,914,38268,14
1980,"Comedy, Drama, Romance",125,France,7.8,4217,38465,30
2001,"Biography, Drama",61,"Portugal, France",7.1,446,38537,6
2000,Drama,106,USA,6.9,1252,38610,19
2019,"Comedy, Horror",82,UK,5.8,1880,38901,22
1994,"Crime, Drama, Thriller",102,France,7.1,3844,39003,27
2017,Horror,80,Spain,5.1,206,39071,39
2011,Drama,106,Turkey,6.8,361,39198,8
2013,"Crime, Drama, Thriller",104,USA,5.5,3738,39324,69
2002,Drama,121,"France, Germany, Portugal",6.2,211,39333,6
2008,Drama,90,France,6.5,636,39658,16
2004,"Action, Comedy",114,South Korea,6.7,3534,39707,27
2008,"Comedy, Crime",99,Egypt,3.2,117,39846,
2017,Comedy,93,USA,5.9,740,40099,15
2018,"Drama, Sci-Fi",106,"Sweden, Denmark",6.2,2330,40124,51
2013,"Animation, Family",80,"France, Belgium, Hungary",6.4,108,40371,8
2003,"Crime, Drama, Romance",92,Argentina,6.9,628,40419,7
2008,Drama,110,"Portugal, Germany, France",5.8,261,40578,24
2010,"Comedy, Drama, Fantasy",92,Egypt,7.2,1071,40657,
1999,"Mystery, Fantasy, Romance",101,"UK, USA, France, Germany, Italy",6.9,490,40861,14
2006,Drama,101,USA,6.6,947,41010,33
2017,"Drama, Horror, Sci-Fi",104,Canada,5.9,6571,41026,70
2012,Drama,81,Netherlands,7.2,2055,41224,31
1999,"Drama, Romance, Thriller",155,India,5.8,160,41284,1
1989,"Comedy, Romance",85,USA,3.8,163,41526,
2000,"Action, Adventure, Drama",90,"Iceland, Denmark, Norway",6.2,211,41741,3
2012,Drama,90,Egypt,5.3,343,41841,
2017,"Comedy, Drama, Music",86,Iran,5.2,1283,41922,21
2006,"Comedy, Romance",137,India,3.2,515,42204,1
2017,Thriller,115,UK,5.9,1554,42213,21
2015,"Fantasy, Horror, Mystery",122,South Korea,6,167,42318,2
2005,"Drama, Music",115,France,5.9,588,42564,20
1951,Drama,122,USA,8,93287,42818,79
2003,"Comedy, Drama",130,"France, Spain",4.6,126,42888,2
1950,"Crime, Film-Noir, Mystery",101,"UK, USA",8,10916,43024,78
2007,"Crime, Drama",95,China,7.4,1467,43347,27
2017,"Action, Drama, Mystery",93,USA,4.1,1450,43368,13
2017,"Crime, Drama, Thriller",95,Argentina,6.3,143,43660,
2005,Drama,85,Finland,6,470,43734,1
2009,Drama,111,Greece,7.3,3231,43818,13
2017,"Action, Comedy",117,India,3,137,44125,3
2018,"Drama, Thriller",91,India,6.7,1589,44145,6
1998,Drama,113,"UK, Canada",6.8,432,44364,20
2009,"Comedy, Crime, Drama",101,"Canada, USA, UK",6.8,34542,44462,62
2011,Drama,80,USA,5.1,489,44830,21
2016,"Comedy, Drama",123,Egypt,4.9,238,44886,
2009,"Comedy, Drama",86,"Finland, Germany",5.3,159,45145,
2016,"Action, Comedy, Drama",103,Hungary,7.1,2945,45358,37
2006,Horror,98,Indonesia,6.5,133,45365,
2010,"Comedy, Fantasy",85,Iceland,6,107,45629,1
2008,"Biography, Drama",103,"USA, Canada",6.5,2169,45718,11
2001,Drama,97,France,6.7,176,45978,7
2003,Drama,100,Japan,7.5,1544,46270,18
2003,"Animation, Action, Adventure",68,"Japan, France",7.8,12905,46408,37
2015,Drama,110,"Hungary, Germany, Bulgaria",7.5,559,46507,1
1958,"Adventure, Drama",139,Japan,8.1,30665,46808,90
1960,"Crime, Drama, Thriller",151,Japan,8.1,9789,46808,58
2016,Drama,80,"Netherlands, Japan",7.1,151,46850,5
1989,Comedy,85,USA,6,617,47148,2
1980,Drama,87,"France, Switzerland, West Germany, Austria",6.8,2777,47262,25
2011,"Horror, Thriller",90,"Argentina, Mexico",5.5,938,47371,42
2016,Drama,98,USA,6.8,386,47627,6
2014,Romance,103,Czech Republic,6,310,47829,1
2010,Drama,94,New Zealand,5.6,208,47856,5
2019,"Action, Drama, Romance",154,India,4.6,569,48147,5
2010,"Comedy, Romance",89,USA,5.5,3999,48174,30
2010,Drama,71,Spain,5.9,195,48340,5
2013,Comedy,166,India,6.7,2225,48711,
2007,Drama,110,"Mexico, USA",7,127,48745,13
2013,"Action, Drama, Thriller",85,"Brazil, USA",5.4,1640,48985,8
2003,"Comedy, Drama",78,USA,6.6,266,49048,22
2016,Drama,101,Turkey,7,655,49241,3
2010,Comedy,155,India,6.4,4627,49314,5
2000,"Musical, Romance",86,USA,5.6,1082,49666,24
2004,"Comedy, Crime",85,UK,5.8,544,49880,15
2004,Drama,86,USA,6.9,643,49940,25
2005,"Crime, Drama, Thriller",105,"Greece, Turkey, Austria",6.1,505,50100,5
2007,Drama,99,China,6.4,125,50260,4
2011,Drama,99,"South Africa, France, Germany",6.2,1597,50425,56
2007,"Crime, Drama, Mystery",139,"Hungary, Germany, France, Italy",7.1,3370,50626,66
1998,"Crime, Drama, Romance",92,"UK, USA",5.9,3201,50832,32
2007,Comedy,100,UK,6,860,50983,17
2005,Drama,102,"India, USA",7.4,808,51251,24
1975,"Action, Crime, Drama",91,USA,6.6,3052,51264,70
2008,Drama,121,"Turkey, Greece, Bulgaria",7.4,2754,51414,8
2018,"Biography, Drama",107,USA,6.4,1600,51684,12
2015,"Action, Comedy, Drama",86,USA,4.9,3695,51824,17
2017,"Action, Horror, Thriller",93,USA,3.7,1802,52036,32
2002,"Drama, Horror",93,France,6.3,4698,52231,78
2003,"Drama, Family",108,Singapore,6.5,327,52419,2
2008,Drama,90,USA,6.7,3035,52429,45
1996,"Drama, Sport",94,USA,4.8,148,52665,4
2000,"Crime, Drama, Thriller",99,UK,5.9,1940,52843,20
2017,"Comedy, Horror, Thriller",117,India,5.3,587,53012,4
2015,"Comedy, Drama, Family",100,Mexico,5.5,140,53358,1
2007,Drama,85,Argentina,6.2,220,53403,4
2018,"Action, Sci-Fi, Thriller",130,India,6.1,2031,53599,7
2015,Action,97,USA,4.6,1510,53752,31
2004,Comedy,92,USA,5.9,204,54000,24
2019,Thriller,122,Sweden,7.3,281,54081,2
2015,Drama,91,"UK, Lithuania",6.4,212,54360,
1998,Drama,151,Spain,7.3,1609,54468,13
2013,Drama,81,France,5,115,54511,5
1998,"Crime, Mystery, Romance",98,UK,6.2,5508,54836,45
2010,"Drama, Thriller",83,USA,6.6,6061,55089,26
2017,"Action, Thriller",147,India,6.3,4802,55429,20
2016,Drama,144,India,5.8,156,55621,1
2014,"Drama, Thriller",99,USA,6.1,5134,55708,49
2005,Drama,87,USA,7,2873,55903,66
2007,"Animation, Comedy",82,"Belgium, France, UK, Poland",4.7,370,56253,4
2018,"Comedy, Drama, Romance",103,Croatia,7.1,580,56259,5
2009,Drama,76,Sweden,5.9,694,56388,11
2016,"Animation, Action, Adventure",78,USA,6.8,4233,56711,45
2010,"Adventure, Drama",127,"Germany, Ukraine, Netherlands",6.9,2074,56857,49
2011,Drama,99,"Argentina, Switzerland, Netherlands",6.1,584,57080,25
2014,Drama,116,India,7.7,3383,57416,73
1963,Comedy,88,Italy,7.2,665,57962,16
2007,"Crime, Drama",86,"South Korea, USA",6,454,57990,8
2012,"Action, Crime, Drama",95,USA,4.5,4349,58387,16
2015,Drama,130,"Hungary, Turkey",7.8,1267,58494,11
2012,"Comedy, Romance",152,India,4.3,1575,58703,31
2003,"Comedy, Drama, Fantasy",119,USA,5.2,113,59000,10
2002,Drama,97,"Norway, Sweden",6.5,251,59008,9
2013,"Comedy, Drama",81,New Zealand,7.1,128,59345,5
2008,Drama,83,"UK, Germany",6.8,968,59447,17
2018,"Action, Horror, Sci-Fi",95,USA,5.7,7166,59766,47
2007,Comedy,90,Egypt,4.1,323,59869,
2015,"Animation, Action, Adventure",81,"France, Denmark",7.3,2194,60352,60
2018,"Drama, Romance",100,Philippines,7.2,351,60538,20
2011,Drama,96,UK,5.3,295,60594,12
2004,"Biography, Drama, History",141,Brazil,6.5,2921,60820,7
2011,Thriller,104,Denmark,6.1,1917,60968,28
2014,"Drama, Horror, Mystery",90,USA,4.3,3228,61192,31
2007,Drama,103,Germany,6.4,187,61348,10
2013,"Family, Romance",138,India,7.1,111,61502,
2014,"Comedy, Drama",96,"Austria, Luxembourg, Germany",6.3,1259,61693,82
2015,"Drama, Romance",106,Brazil,6.5,543,62173,
2002,Drama,92,"Spain, UK, Germany, Finland, China, USA, Japan, Canada",7.3,3075,62221,16
2013,"Action, Horror, Sci-Fi",91,USA,4.2,773,62431,7
2017,Drama,91,"Iceland, Estonia, Germany",6.5,221,62716,14
2019,Comedy,75,Spain,5.8,222,62890,2
2004,"Comedy, Drama",91,Hong Kong,6.4,145,63022,2
2010,"Romance, Thriller",95,"Austria, Switzerland, Hungary",5.3,180,63256,6
2007,"Adventure, Family",99,USA,6,356,63521,12
2012,"Comedy, Horror",86,Ireland,5.6,8434,63555,110
2014,"Comedy, Romance",99,"Colombia, Spain",6,311,63993,3
2012,"Comedy, Horror, Thriller",85,USA,4.8,1304,64097,42
2004,"Drama, Thriller, War",94,USA,6,3680,64236,7
2017,"Drama, Romance",103,"Mexico, Netherlands",7.4,2055,64563,26
2017,Drama,121,India,8.2,552,64581,1
1987,"Comedy, Romance, Sci-Fi",92,USA,5.7,382,65000,2
2000,Drama,113,"UK, Sweden, Norway",7.1,2941,65090,30
2000,"Comedy, Drama, Romance",92,"Ireland, UK",6,1844,65283,7
2003,"Crime, Drama",92,"China, Germany, Hong Kong",7.6,2316,65383,41
2004,"Horror, Thriller",100,Sweden,4.5,1898,65722,20
2015,"Action, Crime, Drama",80,"UK, South Africa",5.2,3655,65821,19
2018,Action,99,UK,5,1758,65829,19
2007,Drama,95,Serbia,8.3,2352,66300,4
2004,"Comedy, Drama",90,"Belgium, France, Russia, Spain",6.7,343,66474,12
2006,"Drama, Romance",112,Germany,5.6,129,66769,7
2012,"Drama, Music, Musical",120,UK,7.7,139,67347,11
2003,"Crime, Drama",96,USA,6.5,929,67436,26
2006,"Fantasy, Horror, Thriller",106,Japan,6.1,2275,67578,75
2008,Drama,97,Canada,7,848,68130,18
2014,"Comedy, Drama",92,Brazil,5,161,68163,5
2018,"Comedy, Fantasy, Romance",120,India,6.5,191,68340,1
2018,Drama,96,Italy,5.5,321,68623,7
2010,"Action, Comedy, Romance",110,"China, Hong Kong",6.6,361,68877,6
1996,"Comedy, Drama, Romance",94,"UK, USA",6,708,69081,12
2014,Drama,90,Hong Kong,6.5,227,69216,3
2019,"Comedy, Drama",96,USA,4.9,318,69396,11
2015,Animation,86,USA,4.9,303,69423,3
2017,"Biography, Drama, Sport",120,Poland,5.5,171,69875,
2007,"Crime, Drama",142,India,6.6,204,70015,2
2015,"Drama, Thriller",105,Spain,5.1,187,70126,4
2006,Comedy,103,USA,5.4,307,70528,
2001,"Action, Drama, Music",113,USA,5.6,339,70569,12
1994,"Comedy, Family",85,USA,5.6,1363,70936,10
2015,Comedy,99,USA,4.5,1166,71021,12
2001,"Action, Sci-Fi, Thriller",100,USA,5.4,13081,71263,44
2003,"Comedy, Drama",97,"Romania, France, Germany",7.1,269,71353,2
2002,Comedy,94,USA,5.7,361,71743,10
2014,Drama,90,Germany,6,498,71918,26
2016,Drama,97,Germany,6.5,1268,72022,46
1940,"Drama, Mystery, Romance",130,USA,8.1,113426,72275,197
1998,Comedy,94,"UK, India",6.4,918,72482,12
2005,"Drama, Family",102,USA,6.8,380,72810,15
1989,Drama,100,UK,6.2,353,73131,5
2017,"Action, Crime, Drama",99,USA,5.2,6083,73270,23
2007,"Comedy, Romance",87,USA,5.4,822,73445,18
2009,"Drama, Romance",91,USA,5.4,1654,73848,8
2014,"Drama, Western",95,USA,6,5873,73922,86
2017,"Drama, Sci-Fi",123,"Turkey, Germany, France, Sweden, Qatar",6.1,1115,74017,27
2005,"Crime, Mystery, Thriller",101,"Sweden, Denmark, Germany",6.1,889,74424,4
2011,"Comedy, Drama",111,Iceland,6.5,377,74709,2
1988,"Action, Horror, Western",85,USA,5.4,1099,75000,46
2000,"Action, Comedy, Romance",153,India,2.7,340,75446,1
2013,Horror,78,Spain,3.7,611,75812,12
2013,"Comedy, Drama",126,Turkey,5.3,204,75830,1
1989,"Horror, Thriller",90,USA,5.6,1500,76325,23
1962,Western,164,USA,7.1,17245,76729,38
2009,Romance,88,USA,6.2,1279,77389,22
2016,Drama,86,"France, Portugal",4.9,144,77659,7
2015,Comedy,90,Russia,4.1,1197,77740,1
2017,"Comedy, Drama",156,India,6.4,467,78132,2
2015,"Crime, Drama",90,USA,6.1,3900,78270,41
2019,"Biography, Drama",169,India,5.7,1709,78538,6
2008,Drama,85,USA,5.4,4273,78731,26
2009,"Comedy, Fantasy",90,France,5.7,100,79119,1
2008,Comedy,89,Germany,4.8,143,79284,9
2007,Comedy,101,Japan,7.4,2146,79400,40
2014,"Drama, War",117,USA,6.9,37328,79624,100
2018,"Adventure, Comedy, Drama",120,Ukraine,7.6,280,79668,8
2004,Thriller,95,Italy,4.2,117,79780,2
2004,Musical,90,Canada,5.8,159,79974,1
2004,"Drama, Romance, Sport",85,Chile,2.3,128,80163,2
2003,"Drama, Romance",120,"Austria, Germany, Switzerland",6.3,496,80371,20
2016,"Comedy, Musical",93,Peru,5.7,174,80847,
2011,"Action, Drama, Horror",87,USA,5.2,11855,80848,73
2003,"Drama, Romance",105,South Korea,6.3,1305,80940,19
2002,"Musical, Romance",102,USA,6.1,246,81451,17
2015,"Comedy, Drama, Romance",102,Australia,5.5,598,81633,17
2018,"Action, Drama",154,India,7.6,4938,81792,16
1995,"Biography, Crime, Drama",91,USA,6.3,2074,82029,16
2008,"Comedy, Horror, Sci-Fi",94,USA,4.1,17136,82360,139
1975,"Drama, Mystery",115,Australia,7.5,31080,82361,166
2016,"Drama, Sport",103,France,6.5,548,82933,7
2014,"Horror, Mystery, Thriller",75,Argentina,4.2,400,82995,5
2006,Comedy,80,Brazil,4.6,197,83216,2
2009,"Comedy, Drama",100,Australia,5.5,101,83630,3
2002,"Comedy, Drama",94,"Switzerland, France",6,146,83840,4
2009,"Comedy, Romance",90,Switzerland,6.4,272,84247,17
2005,"Comedy, Drama, Romance",94,USA,6.9,8408,84447,15
1993,"Comedy, Fantasy",109,USA,5.5,1436,84859,10
2002,"Comedy, Drama, Fantasy",89,"Tajikistan, Switzerland, France, Italy",6.8,384,85024,11
2019,Thriller,103,Spain,7.2,148,85532,8
2018,"Drama, Sport",86,Iran,6.1,442,85949,41
1994,Drama,105,"UK, USA",6.9,1418,86115,9
2003,Drama,92,"Mexico, Puerto Rico, Spain",6.2,104,86586,
2017,"Action, Adventure, Drama",92,"Switzerland, USA",3.9,12546,86822,17
2018,Drama,122,"Germany, Ukraine, France, Netherlands, Romania, Poland",6.6,2392,86985,58
2003,Drama,89,USA,6.6,102,87264,2
2000,"Drama, Romance",91,"UK, Ireland",6.8,2227,87400,15
2007,"Comedy, Drama",124,"Ukraine, Russia",6.7,262,87632,6
2002,"Comedy, Drama, Romance",85,USA,6.4,2337,88078,43
2009,Drama,85,Brazil,6.2,450,88222,6
2015,"Comedy, Drama",81,Ireland,6.7,648,88373,30
2002,Drama,105,France,5.8,442,88946,7
2018,"Action, Biography, Drama",120,India,8.2,262,89088,1
1999,Drama,129,"South Korea, Japan",7.7,6896,89184,33
2011,"Comedy, Drama, Family",140,Egypt,7.3,2455,89525,
2015,"Crime, Drama, Thriller",96,"United Arab Emirates, Jordan",6.7,572,89983,18
2018,"Family, Romance",110,USA,6.1,1044,89988,5
2013,"Drama, Horror, Thriller",84,USA,4.7,3777,90388,58
2018,Comedy,87,Ireland,5.3,229,90496,
2014,"Action, Romance",146,India,5.3,7442,90785,15
2011,"Comedy, Horror, Sci-Fi",87,USA,3.7,437,91260,13
2005,"Drama, Romance",93,Singapore,7,1581,91297,32
2016,Drama,101,UK,6.5,507,91827,33
2015,"Drama, Sci-Fi, Thriller",101,Canada,5.8,17067,92166,108
2019,"Comedy, Drama",97,"Uruguay, Argentina, Germany",6.5,104,92576,11
1990,"Comedy, War",88,USA,4.9,263,92706,
2017,"Comedy, Mystery",83,Portugal,5.7,397,93039,3
2012,Comedy,86,Finland,6.4,361,93296,
2004,Drama,100,Spain,6.2,346,93424,1
2013,"Biography, Crime, Drama",93,USA,6,5305,93995,72
2013,Drama,85,"Palestine, Italy, Germany, France",6.4,156,94119,11
2012,Drama,84,Italy,5.4,144,94366,7
2007,"Animation, Comedy",78,Spain,4.2,133,94858,2
2007,Drama,115,China,6.9,642,95045,20
2000,Drama,118,"France, Austria, Romania, Germany",7.2,10864,95242,77
1989,Drama,90,USA,6.1,337,95836,5
1973,"Adventure, Drama, Fantasy",114,Mexico,7.9,32744,95858,98
2004,"Crime, Drama, Mystery",82,Netherlands,6.4,809,96027,3
2007,"Drama, Sport",93,France,5.8,102,96687,3
2017,Drama,95,Colombia,7.1,717,96912,22
2019,"Action, Crime, Mystery",95,UK,6.1,7242,97092,20
2014,"Biography, Crime, Drama",99,"Ethiopia, USA",6.8,1145,97205,62
2011,"Drama, Romance",99,Canada,5.1,1686,97563,41
2011,Drama,113,"Germany, France",7.1,882,97594,19
2011,"Horror, Thriller",85,"USA, France, Belgium",5.6,4051,98201,51
2017,"Drama, Romance",98,USA,5.8,3159,98280,20
2015,Drama,93,Spain,6.7,765,98734,10
2006,Drama,86,"Romania, France",6.8,2660,99358,6
2014,Drama,108,"France, India, Belgium",5.3,146,99484,13
1988,"Comedy, Drama",96,USA,4.5,821,99978,8
2003,Thriller,88,Hong Kong,5.2,143,100220,12
2018,"Action, Drama, Fantasy",167,India,5.6,2983,100577,6
2009,"Comedy, Romance",90,USA,5.8,8817,100688,22
2007,Drama,92,Poland,6.3,135,101272,
2014,"Crime, Drama, Mystery",111,USA,6.7,1698,101438,35
2010,Adventure,100,Argentina,6.9,135,101542,3
2006,"Comedy, Drama, Romance",105,USA,4.8,205,102171,
2010,Drama,109,Japan,5.4,655,102273,10
2002,Drama,96,UK,6.9,2467,102471,23
2015,"Comedy, Drama",90,"Belgium, Croatia, Netherlands",6.3,430,102994,9
2007,"Drama, Music, Romance",90,USA,5.4,401,103318,2
2001,"Comedy, Drama, Romance",110,USA,6.1,241,103540,5
2007,"Comedy, Drama",114,Romania,8.1,2578,103921,11
1961,"Drama, Romance",90,"Italy, France",7.6,4472,103951,55
2015,"Drama, Fantasy, Horror",94,"Poland, Israel",6.1,4491,104038,95
2001,"Comedy, Drama, Romance",111,USA,6,610,104294,27
2014,Drama,103,"Italy, France",6.7,1162,104534,54
2000,"Drama, Mystery, Romance",84,"USA, France",4.7,393,104883,17
2011,Drama,110,Brazil,7.2,876,105367,7
